tier,exit_day,exit_reason,gross_return,net_return,size_mult,success_label,good_trade,ugly_loser,year
CONFIDENT_YES,5,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,8,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,5,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,5,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,False,True,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,False,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,3,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,False,True,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,3,stop_loss,-0.08,-0.0483,0.6,True,False,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,False,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,False,True,2020
CONFIDENT_YES,7,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.0805,1.0,True,False,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
CONFIDENT_YES,3,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,False,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,5,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,4,ugly_loss_stop,-0.12,-0.07229999999999999,0.6,True,False,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.0805,1.0,True,False,True,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
CONFIDENT_YES,4,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,11,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,18,stop_loss,-0.08,-0.0483,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,15,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,7,stop_loss,-0.08,-0.0805,1.0,True,False,False,2020
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
CONFIDENT_YES,15,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,14,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,6,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,6,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,17,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,14,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,2,stop_loss,-0.08,-0.068425,0.85,True,False,False,2020
CONFIDENT_YES,12,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,10,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,20,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,15,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,23,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,stop_loss,-0.08,-0.068425,0.85,True,False,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,10,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,2,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,6,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,18,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.0805,1.0,True,True,False,2020
SMALLER_YES,7,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,32,stop_loss,-0.08,-0.0322,0.4,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,8,ugly_loss_stop,-0.12,-0.07229999999999999,0.6,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,55,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,15,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,2,stop_loss,-0.08,-0.0483,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,10,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,13,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,60,max_hold,0.015702789652542595,0.009121673791525557,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,10,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,20,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,33,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,12,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,False,False,2020
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,54,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,False,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,False,True,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,False,True,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,12,stop_loss,-0.08,-0.068425,0.85,True,False,False,2020
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,22,profit_target,0.05,0.042075,0.85,False,False,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,19,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,13,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,8,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,14,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,9,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,10,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
CONFIDENT_YES,10,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
SMALLER_YES,10,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
CONFIDENT_YES,10,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.0495,1.0,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
CONFIDENT_YES,14,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,52,stop_loss,-0.08,-0.068425,0.85,True,True,False,2020
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,24,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,20,profit_target,0.05,0.0495,1.0,True,True,False,2020
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,33,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,31,stop_loss,-0.08,-0.0483,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,23,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,False,False,2020
SMALLER_YES,11,stop_loss,-0.08,-0.0483,0.6,True,True,False,2020
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,19,stop_loss,-0.08,-0.0483,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,9,stop_loss,-0.08,-0.0483,0.6,True,True,False,2020
SMALLER_YES,16,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,15,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,8,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,8,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,26,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,28,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,23,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,52,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,10,stop_loss,-0.08,-0.0483,0.6,True,False,True,2020
SMALLER_YES,8,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,23,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,42,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2020
SMALLER_YES,5,stop_loss,-0.08,-0.0322,0.4,False,False,False,2020
SMALLER_YES,7,stop_loss,-0.08,-0.0322,0.4,False,False,True,2020
SMALLER_YES,9,stop_loss,-0.08,-0.0322,0.4,False,False,False,2020
CONFIDENT_YES,32,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,17,profit_target,0.05,0.042075,0.85,True,True,False,2020
CONFIDENT_YES,60,max_hold,-0.030364000420893628,-0.02623440035775958,0.85,True,True,False,2020
